,username,date,content,user_location,bulan
16,LaraswatiNovela,2021-06-27 03:06:08+00:00,"Mari bersama cegah varian baru Covid dengan taat menjalani Prokes 5M dan menjalani vaksin.

Doa Untuk Bangsaku https://t.co/y9co2fuL0D",Gorontalo,Juni
17,LaraswatiNovela,2021-06-27 03:00:10+00:00,"Dengan vaksin dan prokes 5M.

Doa Untuk Bangsaku https://t.co/5tTzo2hITz",Gorontalo,Juni
18,bimasatya252,2021-06-27 02:55:09+00:00,"sebelum terlambat mari kita lawan dengan patuh prokes dan juga ikut vaksin
Doa Untuk Bangsaku https://t.co/tQafidyGrH",Gorontalo,Juni
19,bimasatya252,2021-06-27 02:55:07+00:00,Tidak perlu takut vaksin karena vaksin aman dan halal serta mendapat validasi dari WHO https://t.co/aCEAgfJKNd,Gorontalo,Juni
20,bimasatya252,2021-06-27 02:55:04+00:00,"ayo vaksin dan patuh prokes dengan begitu kita bisa terhindar dari covid19

Doa Untuk Bangsaku https://t.co/wsnM607rS0",Gorontalo,Juni
21,RadenSalatiga,2021-06-27 01:46:44+00:00,"Memaksimalkan Vaksin dan protokol kesehatan 5M untuk cegah sebaran covid varian baru.

Doa Untuk Bangsaku https://t.co/CU5JN7hhSJ",Gorontalo,Juni
22,RadenSalatiga,2021-06-27 01:39:19+00:00,"Sampai saat ini banyak yg telah menjadi korban akibat Covid-19

Mari jaga prokes dan mari mau di vaksin.

Doa Untuk Bangsaku https://t.co/0GSxTHWFuV",Gorontalo,Juni
23,RadenSalatiga,2021-06-27 01:36:01+00:00,"Dukung vaksin dan perketat disiplin protokol kesehatan.

Doa Untuk Bangsaku https://t.co/trx34Xjk77",Gorontalo,Juni
24,P3rsada27,2021-06-27 01:11:01+00:00,"Ayo turut serta di vaksin!

Doa Untuk Bangsaku https://t.co/GGU6ikklzr",Gorontalo,Juni
25,saidahafdillah,2021-06-27 00:59:38+00:00,Vaksin dan prokes adalah kunci sukses menekan penyebaran varian covid19. Doa untuk bangsa https://t.co/mOzC4NLkEk,Gorontalo,Juni
26,RevanCovida,2021-06-27 00:19:17+00:00,"Mari tingkatkan disiplin Prokes dan jangan takut di vaksin.

Doa Untuk Bangsaku https://t.co/yra7a35sQW",Gorontalo,Juni
27,nabilatolinggi,2021-06-27 00:17:57+00:00,Ratusan atlit papua di vaksin. Doa untuk bangsa https://t.co/q0M1dWMMBx,Gorontalo,Juni
28,RevanCovida,2021-06-27 00:17:13+00:00,"Dukung percepatan vaksin dan perketat disiplin prokes.

Doa Untuk Bangsaku https://t.co/emmCh3kmfa",Gorontalo,Juni
29,Den4da93,2021-06-27 00:01:12+00:00,"prosedur penerima vaksin
Doa Untuk Bangsaku https://t.co/iL4sn3qcTa",Gorontalo,Juni
30,FAISALKARIMSH1,2021-06-26 06:35:22+00:00,"KEGIATAN PENGAWALAN VAKSIN DARI INSTALASI FARMASI KE PUSKESMAS KECAMATAN KOTA TENGAH 
pada hari ini Sabtu tanggal 26 Juni  2020 Pukul 14.15 Wita, bertempat di Instalasi Farmasi Jl. Arif Rahman Hakim Kelurahan Dulalowo Timur Kec. Kota Tengah Kota Gorontalo https://t.co/1wthKrjsRn",Gorontalo,Juni
31,Famy98202558,2021-06-26 06:25:52+00:00,Alhamdulillah selesai vaksin ke-2.. @ Grand Q Hotel Gorontalo https://t.co/GqoRJ2pb5K,Gorontalo,Juni
32,FAISALKARIMSH1,2021-06-26 03:45:34+00:00,"PPKM SKALA MIKRO *KELURAHAN Dulalowo*
Pada hari Sabtu tanggal 26 Juni 2021 pukul 11.30 wita, melaksanakan pengawalan masyarakat yang akan di Vaksin di Lokasi Kampus Ihcsan Gorontalo di jln A. Najamudin kel. Dulalowo Timur kecamatan kota tengah https://t.co/ZRjPQkvc5d",Gorontalo,Juni
33,Arlanlay1,2021-06-26 02:01:56+00:00,Vaksin efektif cegah virus Covid-19 varian delta. Disiplin Atasi Pandemi https://t.co/OBCU52tR5m,Gorontalo,Juni
34,Panigoro7,2021-06-26 01:10:07+00:00,"Vaksin efektif memutus rantai penyebaran covid-19 

Disiplin Atasi Pandemi 

https://t.co/hWIUu3q35C",Gorontalo,Juni
35,RawanTakeshi,2021-06-25 02:27:59+00:00,"Vaksin dan pelaksanaan Prokes secara ketat adalah kunci sukses menekan penyebaran Varian Covid-19.

Damai Indonesiaku https://t.co/Tgd2DjOFIV",Gorontalo,Juni
36,RawanTakeshi,2021-06-25 02:26:20+00:00,"Vaksin dan Prokes adalah kunci sukses menekan penyebaran Varian Covid-19.

Damai Indonesiaku https://t.co/prz1X1x9Ut",Gorontalo,Juni
37,RioDwira,2021-06-25 01:14:08+00:00,"Ayo Vaksin dan patuh protokol kesehatan

Damai Indonesiaku https://t.co/vEyUVnztEq",Gorontalo,Juni
38,RioDwira,2021-06-25 01:13:57+00:00,"indonesia pulih dengan selalu waspada penularan covid19 ayo kita lawan dengan patuh prokes dan ikut vaksin

Damai Indonesiaku https://t.co/A4trQ9bXrM",Gorontalo,Juni
39,LiomLunik,2021-06-25 01:11:06+00:00,"Vaksin dan Prokes merupakan kunci lawan pandemi Covid-19

Damai Indonesiaku https://t.co/zUv4geJlWB",Gorontalo,Juni
40,P3rsada27,2021-06-25 00:59:00+00:00,"Vaksin dan Prokes merupakan paket yang tak bisa terpisahkan menghadapi pandemi yang sampai saat ini belum berakhir.

Damai Indonesiaku https://t.co/MOpZxNgNBt",Gorontalo,Juni
41,Alamku_Alammu,2021-06-25 00:54:23+00:00,"Jubir Vaksin: Disiplin protokol kesehatan tetap harus dilakukan bersama vaksinasi

Damai Indonesia
https://t.co/9M8Uots8vV",Gorontalo,Juni
42,Alamku_Alammu,2021-06-25 00:54:22+00:00,"Resmi! Jokowi Terbitkan Aturan Denda dan Pidana Warga Penolak Vaksin Corona 

Damai Indonesia
https://t.co/RKLNsqwJyv",Gorontalo,Juni
43,P3rsada27,2021-06-25 00:43:05+00:00,"Waspada Varian baru Covid-19 dengan bentengi diri dengan vaksin dan patuhi Prokes.

Damai Indonesiaku https://t.co/kUP3ZSfmd8",Gorontalo,Juni
44,FAISALKARIMSH1,2021-06-24 12:17:27+00:00,"Ayo VAKSIN
#cegahcovid19
#ayovaksin
#polresgorontalokota
#polsekkotatengah
#bhabinkamtibmasdulalowo https://t.co/CyACt11bMo",Gorontalo,Juni
45,HumasPolairud,2021-06-24 10:18:52+00:00,Personel pos unit Tongo Melaksanakan Sosialisasi Vaksin Astra jeneka Bersama. Dan pal https://t.co/NzVqpPAEyz,Gorontalo,Juni
46,DjudinSirah,2021-06-24 03:57:13+00:00,Ayo Vaksin !!! Patuhi Protokol Kesehatan https://t.co/UqKmdCFFI1,Gorontalo,Juni
47,bimasatya252,2021-06-24 02:50:25+00:00,"jangan turunkan kewaspadaan karena pandemi ini belum berakhir
ayo ikut vaksin dan tetap patuhi protokol kesehatan https://t.co/CCtZqqx5Rt",Gorontalo,Juni
48,bimasatya252,2021-06-24 02:50:22+00:00,ayo ikut vaksin dengan tetap patuhi protokol kesehatan https://t.co/hB97BSXq3x,Gorontalo,Juni
49,bimasatya252,2021-06-24 02:49:53+00:00,pandemi belum berakhir maka dari itu kita harus terus waspada dengan selalu patuhi protokol kesehatan dan ikut vaksin https://t.co/EMG4GFQALI,Gorontalo,Juni
